start_date,end_date,dayflag,area_id,area_name,residence_dist_flg,rate
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[1].～500m圏,0.057
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[2].～1km圏,0.095
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[3].～3km圏,0.318
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[4].～5km圏,0.089
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[5].～10km圏,0.028
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[6].～30km圏,0.066
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[7].～50km圏,0.1
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[8].～100km圏,0.115
20250927,20250928,休日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[9].100km圏～,0.133
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[1].～500m圏,0.0
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[2].～1km圏,0.0
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[3].～3km圏,0.0
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[4].～5km圏,0.0
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[5].～10km圏,0.0
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[6].～30km圏,0.0
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[7].～50km圏,0.0
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[8].～100km圏,0.0
20250927,20250928,平日,f37b5eb4-8630-46e2-8735-8aa7cbb9867d,上杉神社,[9].100km圏～,0.0
